method_id,method_variant,method_family,assay,sample,sample_type,sample_key,classification_status,classification_message,n_wells,run_dates,n_total_droplets,n_accepted_droplets,n_mut_expected,n_wt_expected,n_nn,n_wt_only,n_mut_only,n_double_positive,n_rain,n_unclassified,ref_positive,mut_positive,total,ref_negative,mut_negative,fractional_abundance,ci_low,ci_high,lambda_ref,lambda_mut,ratio,ratio_low,ratio_high,ratio_unbounded,p0_use,plate_p0_max,lob_count,lob_fa,detected_above_LoB,detected_above_LoD,is_germline_e200k
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-cau,biological_sample,03_112_cau,ok,,1,2021-05-10,15378,15356,6,15044,312,15038,0,6,22,0,15044,6,15356,312,15350,0.010029209409248535,0.0036797584545128904,0.021842821985118544,3.896258368311206,3.908031053451139e-4,1.0030215360551245e-4,3.679893865718531e-5,2.184759411620938e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07814535035165408,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-ce,biological_sample,03_112_ce,ok,,1,2021-05-10,16399,16385,1,16166,219,16165,0,1,14,0,16166,1,16385,219,16384,0.0014144084728203948,3.580865960974035e-5,0.00788453041733304,4.315049831316411,6.103329368063853e-5,1.4144284786166382e-5,3.580867243234597e-7,7.885152124550755e-5,FALSE,4.8349561582539113e-4,2021-05-10,13,0.07934086054317974,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-fc,biological_sample,03_112_fc,ok,,1,2021-05-10,16359,16335,4,16254,81,16250,0,4,24,0,16254,4,16335,81,16331,0.0046148364370153915,0.0012569493559205713,0.011831174605382078,5.30661616936274,2.44902958427263e-4,4.6150494139973355e-5,1.2569651553359953e-5,1.1832574537935975e-4,FALSE,4.8349561582539113e-4,2021-05-10,13,0.07958371594735231,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-hip,biological_sample,03_112_hip,ok,,1,2021-05-10,16979,16960,4,16709,251,16705,0,4,19,0,16709,4,16960,251,16956,0.005598260451349841,0.0015250958790507146,0.014342501217112143,4.21315997021411,2.358768733663148e-4,5.598573874096874e-5,1.5251191385798477e-5,1.4344558585601872e-4,FALSE,4.8349561582539113e-4,2021-05-10,13,0.07665094339622641,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-mdb,biological_sample,03_112_mdb,ok,,1,2021-05-10,17503,17475,6,17433,42,17427,0,6,28,0,17433,6,17475,42,17469,0.005693835000407856,0.002087773231440393,0.012420861687938461,6.030856948818654,3.434065967813671e-4,5.694159216438301e-5,2.0878168203210894e-5,1.2422404657639303e-4,FALSE,4.8349561582539113e-4,2021-05-10,13,0.07439198855507868,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-112-th,biological_sample,03_112_th,ok,,1,2021-05-10,15888,15861,7,15783,78,15776,0,7,27,0,15783,7,15861,78,15854,0.008304841844399174,0.0033368529945148806,0.01713841831773969,5.314909718213957,4.414315064587336e-4,8.30553160566336e-5,3.336964344109523e-5,1.7141356075049165e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07565727255532438,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-cau,biological_sample,03_132_cau,ok,,1,2021-05-10,15573,15559,4,14835,724,14831,0,4,14,0,14835,4,15559,724,15555,0.008381052651066168,0.0022833814457198193,0.021465470247383753,3.0676031359292466,2.5711898322534703e-4,8.381755130376729e-5,2.283433585218629e-5,2.1470078900782293e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07712577929172826,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-ce,biological_sample,03_132_ce,ok,,1,2021-05-10,15413,15386,2,15002,384,15000,0,2,27,0,15002,2,15386,384,15384,0.0035222782836790215,4.2654138923200194e-4,0.012728804650541384,3.690570731431153,1.2999675026431759e-4,3.522402352492147e-5,4.2654320861532964e-6,1.2730425081481189e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07799298063174315,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-fc,biological_sample,03_132_fc,ok,,1,2021-05-10,12864,12837,0,12822,15,12822,0,0,27,0,12822,0,12837,15,12837,0,0,0.004267481380220705,6.752036703982732,0,0,0,4.267663501966021e-5,FALSE,4.8349561582539113e-4,2021-05-10,11,0.0856898029134533,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-hip,biological_sample,03_132_hip,ok,,1,2021-05-10,15504,15475,0,15427,48,15427,0,0,29,0,15427,0,15475,48,15475,0,0,0.004131919250268442,5.77578008664489,0,0,0,4.1320899848899655e-5,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07754442649434572,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-mdb,biological_sample,03_132_mdb,ok,,1,2021-05-10,15967,15946,1,15914,32,15913,0,1,21,0,15914,1,15946,32,15945,0.0010096713763791982,2.5560876762650348e-5,0.005635833978451942,6.211227390262699,6.271361828276003e-5,1.0096815708450114e-5,2.556088329623623e-7,5.636151622600165e-5,FALSE,4.8349561582539113e-4,2021-05-10,13,0.08152514737238178,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,03-132-th,biological_sample,03_132_th,ok,,1,2021-05-10,15460,15428,2,15390,38,15388,0,2,32,0,15390,2,15428,38,15426,0.002158381842387925,2.613269969159555e-4,0.007811356241089064,6.006353159601711,1.2964283417392952e-4,2.1584284295152285e-5,2.613276798357333e-6,7.811966461618815e-5,FALSE,4.8349561582539113e-4,2021-05-10,12,0.077780658542909,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-cau,biological_sample,04_045_cau,ok,,1,2021-05-10,15200,15167,0,15157,10,15157,0,0,33,0,15157,0,15167,10,15167,0,0,0.0033321224084250298,7.3242922010573945,0,0,0,3.3322334425222694e-5,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07911914023867607,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-ce,biological_sample,04_045_ce,ok,,1,2021-05-10,13736,13700,2,13665,35,13663,0,2,36,0,13665,2,13700,35,13698,0.0024455159873459312,2.9608419979758907e-4,0.008852118920297584,5.969803050326784,1.459960583657548e-4,2.445575794292963e-5,2.960850764587184e-6,8.852902589762727e-5,FALSE,4.8349561582539113e-4,2021-05-10,11,0.08029197080291971,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-fc,biological_sample,04_045_fc,ok,,1,2021-05-10,14390,14349,1,14341,8,14340,0,1,41,0,14341,1,14349,8,14348,9.302336334758123e-4,2.354702722733806e-5,0.005208750892533223,7.4919939906685125,6.9693696233388e-5,9.30242286902438e-6,2.3547032771964276e-7,5.2090222175244705e-5,FALSE,4.8349561582539113e-4,2021-05-10,12,0.08362952122099102,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-hip,biological_sample,04_045_hip,ok,,1,2021-05-20,17416,17368,1,17359,9,17358,0,1,48,0,17359,1,17368,9,17367,7.610991936724757e-4,1.926627560549867e-5,0.004259073990920364,7.56516013422187,5.757881101346058e-5,7.611049864363905e-6,1.9266279317393144e-7,4.259255395759132e-5,FALSE,0.001013106023210586,2021-05-20,25,0.14394288346384154,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-mdb,biological_sample,04_045_mdb,ok,,1,2021-05-20,17260,17217,2,17207,10,17205,0,2,43,0,17207,2,17217,10,17215,0.0015590946311091064,1.8868436413430108e-4,0.005657924843258606,7.4510674537823745,1.161710038481229e-4,1.5591189392487808e-5,1.8868472015286554e-6,5.658244982507164e-5,FALSE,0.001013106023210586,2021-05-20,25,0.14520532032293662,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,04-045-th,biological_sample,04_045_th,ok,,1,2021-05-20,17418,17389,6,17347,42,17341,0,6,29,0,17347,6,17389,42,17383,0.005726682365189438,0.002099814690503628,0.012492558837319883,6.0259234830986985,3.4510526052851837e-4,5.727010332880224e-5,2.099858783646847e-5,1.2494119672571183e-4,FALSE,0.001013106023210586,2021-05-20,25,0.14376904939904536,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-cau,biological_sample,09_100_cau,ok,,1,2021-05-10,15727,15701,1,15045,656,15044,0,1,26,0,15045,1,15701,656,15700,0.002005813075424342,5.0781783267035033e-5,0.011178436232781037,3.1753188946314315,6.369223912219729e-5,2.00585330909229e-5,5.078180905494324e-7,1.117968594684563e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07642825297751736,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-ce,biological_sample,09_100_ce,ok,,1,2021-05-10,15275,15262,2,13546,1716,13544,0,2,13,0,13546,2,15262,1716,15260,0.0059964741853853615,7.261939106595026e-4,0.021664149090122993,2.185370077801671,1.3105301113049483e-4,5.996833783975159e-5,7.261991842737581e-6,2.1668843460676422e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07862665443585376,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-fc,biological_sample,09_100_fc,ok,,1,2021-05-10,15356,15338,3,15076,261,15074,1,2,18,0,15076,3,15338,262,15335,0.004806257248044464,9.910519063149941e-4,0.014053908474143747,4.069744184563709,1.9561177645264512e-4,4.806488260234848e-5,9.910617282511449e-6,1.40558838751988e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07823705828660843,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-hip,biological_sample,09_100_hip,ok,,1,2021-05-10,15239,15214,7,14911,303,14904,0,7,25,0,14911,7,15214,303,15207,0.011749905916119322,0.0047228834767031585,0.02422532103289628,3.9162385300478753,4.602084167874303e-4,1.1751286681248303e-4,4.723106543521689e-5,2.4231191116734407e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07887472065203102,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-mdb,biological_sample,09_100_mdb,ok,,1,2021-05-10,14633,14613,10,14302,311,14292,0,10,20,0,14302,10,14613,311,14603,0.017778107775683658,0.00852239649456577,0.03271889440141224,3.849873910295418,6.845564341809002e-4,1.7781268948841266e-4,8.523122868890378e-5,3.272960316571003e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.0821186614658181,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,09-100-th,biological_sample,09_100_th,ok,,1,2021-05-10,15555,15533,9,15264,268,15256,1,8,22,0,15264,9,15533,269,15524,0.014287356135697638,0.0065308873291263754,0.02714279701217706,4.0560106923860655,5.795794991103002e-4,1.4289397712838518e-4,6.531313881877114e-5,2.715016632671159e-4,FALSE,4.8349561582539113e-4,2021-05-10,12,0.07725487671409258,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-bg,biological_sample,14_2_bg,ok,,1,2021-03-29,15870,15848,2,15545,303,15543,0,2,22,0,15545,2,15848,303,15846,0.003189303261692373,3.8621563509259806e-4,0.011526221951233697,3.9570657828690172,1.2620685319964e-4,3.1894049814894766e-5,3.862171267235269e-6,1.1527550642306272e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.05047955577990914,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-cb,biological_sample,14_2_cb,ok,,1,2021-03-29,14291,14273,3,13528,745,13525,0,3,18,0,13528,3,14273,745,14270,0.007118613389250621,0.0014679495465340557,0.020809613232472008,2.95274070125021,2.1020915888638e-4,7.119120171892374e-5,1.467971095609097e-5,2.081394453382792e-4,FALSE,2.6419254676790516e-4,2021-03-29,7,0.04904364884747425,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-fr,biological_sample,14_2_fr,ok,,1,2021-03-29,17779,17748,4,17289,458,17286,1,3,31,0,17289,4,17748,459,17744,0.0061666312328540656,0.0016800259692586136,0.01579540590503528,3.654977902438255,2.254029086518365e-4,6.16701152971319e-5,1.6800541946053808e-5,1.5797901247661825e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.045075501464953795,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-hc,biological_sample,14_2_hc,ok,,1,2021-04-06,14630,14610,0,14525,85,14525,0,0,20,0,14525,0,14610,85,14610,0,0,0.004909668209939292,5.146810248254422,0,0,0,4.909909270193869e-5,FALSE,3.421484617187609e-4,2021-04-06,9,0.061601642710472276,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-sn,biological_sample,14_2_sn,ok,,1,2021-04-06,13770,13759,1,13395,364,13394,0,1,11,0,13395,1,13759,364,13758,0.0020009634729087488,5.065861479314982e-5,0.011152920763900136,3.632294566791077,7.268234185705034e-5,2.0010035122581204e-5,5.065864045611535e-7,1.1154164779059819e-4,FALSE,3.421484617187609e-4,2021-04-06,9,0.06541173050367033,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,14-2-th,biological_sample,14_2_th,ok,,1,2021-04-06,15964,15950,1,15763,187,15762,0,1,14,0,15763,1,15950,187,15949,0.0014101556119299307,3.57009071268542e-5,0.007861290791335332,4.4461054913584075,6.2697890236533145e-05,1.4101754975988484e-5,3.570091987240644e-7,7.861908838850904e-5,FALSE,3.421484617187609e-4,2021-04-06,10,0.06269592476489028,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-1-hc,biological_sample,15_1_hc,ok,,1,2021-04-06,12168,12142,1,12044,98,12043,0,1,26,0,12044,1,12142,98,12141,0.0017089210754071644,4.3264030840715464e-5,0.009530450062316304,4.819458317019801,8.236214640409286e-5,1.708950280018668e-5,4.3264049558487205e-7,9.53135844367304e-5,FALSE,3.421484617187609e-4,2021-04-06,8,0.06588700378850272,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-1-sn,biological_sample,15_1_sn,ok,,1,2021-04-06,12390,12372,3,12283,88,12281,1,2,18,0,12283,3,12372,89,12369,0.0049143341937320385,0.0010131941576143515,0.014379586920529045,4.934554764072822,2.425124299505331e-4,4.914575712406749e-5,1.0132044233423735e-5,1.4381654943102198e-4,FALSE,3.421484617187609e-4,2021-04-06,8,0.06466214031684449,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-27-bg,biological_sample,15_27_bg,ok,,1,2021-04-06,10788,10783,1,10501,282,10500,0,1,5,0,10501,1,10783,282,10782,0.002545145884187691,6.443523540361918e-5,0.014187619208186552,3.6438190279439584,9.274287045831394e-5,2.5452106635121373e-5,6.443527692264154e-7,1.4189632379195554e-4,FALSE,3.421484617187609e-4,2021-04-06,7,0.06491699897987573,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-27-cb,biological_sample,15_27_cb,ok,,1,2021-04-06,12890,12884,7,12380,503,12374,1,6,6,0,12380,7,12884,504,12877,0.01676452845315431,0.006738968610809689,0.03455855957710589,3.2411652423797217,5.434571773056165e-4,1.676733941854197e-4,6.739422778395275e-5,3.457050664624134e-4,FALSE,3.421484617187609e-4,2021-04-06,8,0.06209251785159888,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-27-pons,biological_sample,15_27_ps,ok,,1,2021-04-06,11831,11729,3,11634,94,11632,1,2,102,0,11634,3,11729,95,11726,0.0053114295813413235,0.0010950705990832093,0.015541032527147015,4.81594279492097,2.558089973446652e-4,5.31171170916832e-5,1.0950825910106992e-5,1.554344813947821e-4,FALSE,3.421484617187609e-4,2021-04-06,8,0.06820700827009975,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-27-th,biological_sample,15_27_th,ok,,1,2021-04-06,13359,13336,3,13160,176,13157,0,3,23,0,13160,3,13336,176,13333,0.005198295222802554,0.0010718444608396837,0.015203372881313595,4.327738429392476,2.2498031517147516e-4,5.198565459582493e-5,1.0718559494683061e-5,1.5205684658251345e-4,FALSE,3.421484617187609e-4,2021-04-06,8,0.059988002399520096,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-bg,biological_sample,15_6_bg,ok,,1,2021-04-06,14604,14592,1,14446,146,14445,0,1,12,0,14446,1,14592,146,14591,0.001488331262433551,3.767988593892431e-5,0.00829808815545005,4.604622090605781,6.853305009021678e-5,1.4883534140627082e-5,3.76799001366677e-7,8.298776795264346e-5,FALSE,3.421484617187609e-4,2021-04-06,9,0.061677631578947366,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-cb,biological_sample,15_6_cb,ok,,1,2021-04-06,13655,13644,2,13555,89,13553,0,2,11,0,13555,2,13644,89,13642,0.002912934321150046,3.5272007982664215e-4,0.010534014405224232,5.032418773806392,1.4659532387170697e-4,2.913019175485391e-5,3.527213239455776e-6,1.0535124176722617e-4,FALSE,3.421484617187609e-4,2021-04-06,8,0.05863383172090296,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-fr,biological_sample,15_6_fr,ok,,1,2021-04-06,14767,14748,2,14253,495,14251,0,2,19,0,14253,2,14748,495,14746,0.003995380085203531,4.838368982764864e-4,0.01443766980351698,3.394304996785344,1.3562080443924192e-4,3.9955397222018874e-5,4.838392392692544e-6,1.443975456760189e-4,FALSE,3.421484617187609e-4,2021-04-06,9,0.061025223759153785,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-hc,biological_sample,15_6_hc,ok,,1,2021-04-06,12966,12949,2,12920,29,12918,0,2,17,0,12920,2,12949,29,12947,0.0025315194048052265,3.06482750162968e-4,0.009166374192769507,6.1014780140823754,1.5446401019281137e-4,2.5315834923325837e-5,3.064836894826083e-6,9.167214493953075e-5,FALSE,3.421484617187609e-4,2021-04-06,8,0.06178083249671789,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-sn,biological_sample,15_6_sn,ok,,1,2021-04-06,14556,14514,1,14495,19,14494,0,1,42,0,14495,1,14514,19,14513,0.001037905838897407,2.6274869759759877e-5,0.005798486185131208,6.638430000671683,6.890136771940722e-5,1.0379166114945208e-5,2.6274876663449503e-7,5.798822429048658e-5,FALSE,3.421484617187609e-4,2021-04-06,9,0.06200909466721786,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,15-6-th,biological_sample,15_6_th,ok,,1,2021-04-06,14025,14009,1,13972,37,13971,0,1,16,0,13972,1,14009,37,14008,0.0012024580640454922,3.0441494584018358e-5,0.006711219213990589,5.936537346551878,7.138523042614515e-5,1.2024725232733163e-5,3.0441503850867105e-7,6.711669648853643e-5,FALSE,3.421484617187609e-4,2021-04-06,9,0.06424441430508959,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-11-sn,biological_sample,17_11_sn,ok,,1,2021-03-29,16713,16684,1,16645,39,16644,0,1,29,0,16645,1,16684,39,16683,9.893116357696495e-4,2.5045664727149973e-5,0.005520781267315391,6.058643809187168,5.993946116218988e-5,9.89321423241605e-6,2.504567100000476e-7,5.5210860744011394e-5,FALSE,2.6419254676790516e-4,2021-03-29,8,0.04795013186286262,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-11-th,biological_sample,17_11_th,ok,,1,2021-03-29,15499,15471,1,15222,249,15221,0,1,28,0,15222,1,15471,249,15470,0.0015653649441541085,3.963044370554146e-5,0.008725759053541528,4.129269686254359,6.463915195683301e-5,1.5653894482117702e-5,3.9630459411268366e-7,8.726520508694877e-5,FALSE,2.6419254676790516e-4,2021-03-29,8,0.05170965031348976,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-12-cb,biological_sample,17_12_cb,ok,,1,2021-03-29,12549,12520,0,12442,78,12442,0,0,29,0,12442,0,12520,78,12520,0,0,0.005806990897873277,5.078373817964491,0,0,0,5.807328128889132e-5,FALSE,2.6419254676790516e-4,2021-03-29,7,0.05591054313099041,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-12-hc,biological_sample,17_12_hc,ok,,1,2021-03-29,17304,17276,4,16726,550,16722,0,4,28,0,16726,4,17276,550,17272,0.006717026495456046,0.0018299962029922137,0.017204475771213062,3.447155255854075,2.315618859484564e-4,6.717477710213667e-5,1.8300296924660997e-5,1.7207436220408447e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.0463070155128502,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-13-bg,biological_sample,17_13_bg,ok,,1,2021-05-20,17039,17000,6,16730,270,16724,0,6,39,0,16730,6,17000,270,16994,0.008520686070059767,0.003126231298008087,0.018558074698695776,4.142546664039979,3.530034748664898e-4,8.521412152838045e-5,3.126329034284835e-5,1.8561519359323693e-4,FALSE,0.001013106023210586,2021-05-20,24,0.1411764705882353,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-13-fr,biological_sample,17_13_fr,ok,,1,2021-03-29,14891,14819,1,14505,314,14504,0,1,72,0,14505,1,14819,314,14818,0.0017508371088372692,4.4326126470672736e-5,0.009759047252496635,3.8542724342819277,6.748321357623907e-5,1.7508677636798026e-5,4.4326146118736323e-7,9.759999735482664e-5,FALSE,2.6419254676790516e-4,2021-03-29,7,0.04723665564478035,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-13-th,biological_sample,17_13_th,ok,,1,2021-03-29,15941,15907,3,15418,489,15415,0,3,34,0,15418,3,15907,489,15904,0.005416299553043133,0.0011168885641679577,0.015834626180900504,3.48215205342349,1.886140020052064e-4,5.4165929319418966e-5,1.116901038707932e-5,1.5837133931856379e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.050292324134029044,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-20-hc,biological_sample,17_20_hc,ok,,1,2021-04-06,15420,15396,0,15381,15,15381,0,0,24,0,15381,0,15396,15,15396,0,0,0.003464429936201425,6.9338128133014125,0,0,0,3.464549963107502e-5,FALSE,3.421484617187609e-4,2021-04-06,9,0.05845674201091192,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-31-fr,biological_sample,17_31_fr,ok,,1,2021-03-29,14631,14610,2,13610,1000,13608,0,2,21,0,13610,2,14610,1000,14608,0.005104769499111948,6.181959007436059e-4,0.018444056950875375,2.6817062257626074,1.3690190999546094e-4,5.1050300991313695e-5,6.181997224289484e-6,1.8447459410795091e-4,FALSE,2.6419254676790516e-4,2021-03-29,7,0.04791238877481177,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-34-bg,biological_sample,17_34_bg,ok,,1,2021-03-29,16761,16738,1,16312,426,16311,0,1,23,0,16312,1,16738,426,16737,0.0016274897096599569,4.120352764642184e-5,0.009070718355422213,3.6709975163234487,5.974607918132733e-5,1.6275161973185914e-5,4.1203544623735735e-7,9.071541209375811e-5,FALSE,2.6419254676790516e-4,2021-03-29,8,0.047795435535906323,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-34-hc,biological_sample,17_34_hc,ok,,1,2021-03-29,17087,17075,4,16841,234,16837,0,4,12,0,16841,4,17075,234,17071,0.0054608987665954525,0.0014876645835025682,0.013990964017231369,4.290049569081286,2.3428805823797602e-4,5.461196997034904e-5,1.487686715290945e-5,1.3992921761880032e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.04685212298682284,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-5-bg,biological_sample,17_5_bg,ok,,1,2021-03-29,15184,15157,4,14510,647,14506,0,4,27,0,14510,4,15157,647,15153,0.008368039491713398,0.0022798183590423313,0.02143273972365398,3.1538714559307564,2.6393929549464317e-4,8.368739791164083e-5,2.2798703359448125e-5,2.1437334331724992e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.052780893316619386,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-5-hc,biological_sample,17_5_hc,ok,,1,2021-03-29,17022,17006,0,16808,198,16808,0,0,16,0,16808,0,17006,198,17006,0,0,0.0048732972545797275,4.453054471251199,0,0,0,4.873534756415213e-5,FALSE,2.6419254676790516e-4,2021-03-29,8,0.04704222039280254,FALSE,FALSE,FALSE
bayesian_control_mixture_hard_map,control-anchored Gaussian mixture with hard MAP calls,bayesian,D178N,17-5-sn,biological_sample,17_5_sn,ok,,1,2021-03-29,16772,16743,7,16069,674,16062,0,7,29,0,16069,7,16743,674,16736,0.01301532945713194,0.0052321174379476535,0.02682664568577406,3.2125054285442367,4.181725918938151e-4,1.3017023665647538e-4,5.232391202800197e-5,2.6833844306109933e-4,FALSE,2.6419254676790516e-4,2021-03-29,8,0.047781162276772385,FALSE,FALSE,FALSE
