method_id,method_variant,assay,run_id,status,message,elapsed_seconds,output_excerpt,method_parameters_json
ddPCRclust_template_fast,"native template workflow, fast density mode",D178N,2021-05-10_SNV_D178N,ok,NA,8.183999999999969,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",D178N,2021-05-20_SNV_D178N,ok,NA,9.311999999999898,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",D178N,2021-10-14_SNV_D178N,ok,NA,1.4460000000003674,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | <simpleError in if (upper.slope[i] < upper.slope[i + 1] & upper.slope[i] < upper.slope[i -     1]) {    upper.ind <- (i - 1) * w    break} else upper.ind <- Inf: argument is of length zero> | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-10-12_SNV_E200K,ok,NA,2.5779999999999745,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point.""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-10-15_SNV_E200K,ok,NA,11.904999999999745,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-10-22_SNV_E200K,ok,NA,9.497000000000298,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-10-29_SNV_E200K,ok,NA,12.121000000000095,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-11-05_SNV_E200K,ok,NA,10.541000000000167,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2020-11-24_SNV_E200K,ok,NA,4.7960000000002765,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-01-26_SNV_E200K,ok,NA,10.422999999999774,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | <simpleError in solve.default(cov, ...): Lapack routine dgesv: system is exactly singular: U[2,2] = 0> | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point.""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-02-17_SNV_E200K,ok,NA,6.724999999999909,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-02-18_SNV_E200K,ok,NA,9.074999999999818,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-03-29_SNV_E200K,ok,NA,18.50799999999981,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-04-06_SNV_E200K,ok,NA,6.680000000000291,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-05-10_SNV_E200K,ok,NA,18.00799999999981,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-05-20_SNV_E200K,ok,NA,14.99200000000019,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
ddPCRclust_template_fast,"native template workflow, fast density mode",E200K,2021-10-25_SNV_E200K,ok,NA,1.0659999999998035,"[1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point."" | [1] ""Only one peak is found, set standard deviation, percentile, or upper arguments accordingly"" | [1] ""Cutoff is based on inflection point.""","{""mode"":""fast"",""numOfMarkers"":2,""multithread"":false}"
