method_id,assay,channel,channel_role,status,message,negative_mean,negative_sd,positive_mean,positive_sd,negative_upper,positive_lower,rain_band_overlap,run_id,threshold_interval,reps,threshold,elapsed_seconds
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-29_SNV_D178N,0.9995,10,6271.5,0.5799999999999983
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-29_SNV_D178N,0.9995,10,1162.5,0.48399999999999466
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-05_SNV_D178N,0.9995,10,6271.5,0.5240000000000009
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-05_SNV_D178N,0.9995,10,1162,0.5240000000000009
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-24_SNV_D178N,0.9995,10,6271.5,0.5250000000000057
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-24_SNV_D178N,0.9995,10,1162.5,0.51400000000001
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_D178N,0.9995,10,6271.5,0.5799999999999841
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_D178N,0.9995,10,1162.5,0.5220000000000198
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_D178N,0.9995,10,6271.5,0.5819999999999936
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_D178N,0.9995,10,1162.5,0.5420000000000016
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_D178N,0.9995,10,6271.5,0.5110000000000241
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_D178N,0.9995,10,1162,0.5430000000000064
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_D178N,0.9995,10,6271.5,0.5069999999999766
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_D178N,0.9995,10,1162.5,0.5559999999999832
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_D178N,0.9995,10,6271.5,0.5229999999999961
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_D178N,0.9995,10,1162,0.6490000000000009
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_D178N,0.9995,10,6271.5,0.542999999999978
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_D178N,0.9995,10,1162.5,0.5799999999999841
ddpcRquant_09995,D178N,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-14_SNV_D178N,0.9995,10,6271.5,0.5309999999999775
ddpcRquant_09995,D178N,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-14_SNV_D178N,0.9995,10,1162.5,0.5349999999999966
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-12_SNV_E200K,0.9995,10,6573.5,0
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-12_SNV_E200K,0.9995,10,770,0.49100000000001387
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-15_SNV_E200K,0.9995,10,6573.5,0.4800000000000182
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-15_SNV_E200K,0.9995,10,799.5,0.48699999999999477
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-22_SNV_E200K,0.9995,10,6573.5,0.5110000000000241
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-22_SNV_E200K,0.9995,10,793.5,0.5129999999999768
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-29_SNV_E200K,0.9995,10,6573.5,0.5130000000000337
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-29_SNV_E200K,0.9995,10,791.5,0.5269999999999868
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-05_SNV_E200K,0.9995,10,6573.5,0.49699999999995725
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-05_SNV_E200K,0.9995,10,793.5,0.5439999999999827
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-24_SNV_E200K,0.9995,10,6573.5,0.4759999999999991
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-24_SNV_E200K,0.9995,10,796.5,0.5180000000000291
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_E200K,0.9995,10,6573.5,0.47100000000000364
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_E200K,0.9995,10,793.5,0.5250000000000341
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_E200K,0.9995,10,6573.5,0.5310000000000059
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_E200K,0.9995,10,781,0.5459999999999923
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-18_SNV_E200K,0.9995,10,6573.5,0.4549999999999841
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-18_SNV_E200K,0.9995,10,792,0
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_E200K,0.9995,10,6573.5,0.5090000000000146
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_E200K,0.9995,10,801.5,0.5129999999999768
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_E200K,0.9995,10,6573.5,0.5129999999999768
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_E200K,0.9995,10,779.5,0.5149999999999864
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_E200K,0.9995,10,6573.5,0.5250000000000341
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_E200K,0.9995,10,801,0.5330000000000155
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_E200K,0.9995,10,6573.5,0.5710000000000264
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_E200K,0.9995,10,788.5,0.5099999999999909
ddpcRquant_09995,E200K,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-25_SNV_E200K,0.9995,10,6573.5,0.5199999999999818
ddpcRquant_09995,E200K,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-25_SNV_E200K,0.9995,10,781,0.49399999999997135
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-01_SNV_P102L,0.9995,10,2019,3.08299999999997
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-01_SNV_P102L,0.9995,10,9357,3.033999999999992
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_P102L,0.9995,10,1844.5,2.9560000000000173
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-26_SNV_P102L,0.9995,10,9356,2.9279999999999973
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-28_SNV_P102L,0.9995,10,2276,2.920000000000016
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-28_SNV_P102L,0.9995,10,9357,2.910000000000025
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-02_SNV_P102L,0.9995,10,2277,2.8149999999999977
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-02_SNV_P102L,0.9995,10,9357,3.0270000000000437
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_P102L,0.9995,10,2271.5,3.22300000000007
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-17_SNV_P102L,0.9995,10,9356,2.875
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-18_SNV_P102L,0.9995,10,2231,2.8180000000000973
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-18_SNV_P102L,0.9995,10,9355.5,2.923999999999978
ddpcRquant_09995,P102L,ch1,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-05_SNV_P102L,0.9995,10,2313.5,2.8419999999999845
ddpcRquant_09995,P102L,ch2,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-05_SNV_P102L,0.9995,10,9357,2.935000000000059
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_P102L,0.9995,10,1952,2.9529999999999745
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-29_SNV_P102L,0.9995,10,9356,2.9420000000000073
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_P102L,0.9995,10,1788.5,3.2280000000000655
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-06_SNV_P102L,0.9995,10,9356,3.0519999999999072
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_P102L,0.9995,10,1957,2.9189999999999827
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-10_SNV_P102L,0.9995,10,9357,2.2409999999999854
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_P102L,0.9995,10,2336.5,3.072999999999979
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-20_SNV_P102L,0.9995,10,9356,2.8579999999999472
ddpcRquant_09995,P102L,ch1,mutant,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-14_SNV_P102L,0.9995,10,2345.5,2.941000000000031
ddpcRquant_09995,P102L,ch2,reference,ok,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-14_SNV_P102L,0.9995,10,9356,3.1240000000000236
definetherain_channel_combined,D178N,ch1,reference,ok,NA,567.9826482676622,584.7979492339938,5782.897991880186,1544.5837674601717,2322.3764959696437,1149.146689499671,TRUE,NA,NA,NA,NA,NA
definetherain_channel_combined,D178N,ch2,mutant,ok,NA,1399.4132168294766,266.43649454101325,4715.6041364570565,892.6219646023007,2198.7227004525166,2037.7382426501545,TRUE,NA,NA,NA,NA,NA
definetherain_channel_combined,E200K,ch1,reference,ok,NA,860.5068350554376,237.60637449891527,5244.263369879387,1024.5273214792214,1573.3259585521832,2170.6814054417227,FALSE,NA,NA,NA,NA,NA
definetherain_channel_combined,E200K,ch2,mutant,ok,NA,1207.613235216201,242.2395228925667,3881.0278064806544,644.9413244706112,1934.331803893901,1946.2038330688206,FALSE,NA,NA,NA,NA,NA
definetherain_channel_combined,P102L,ch1,mutant,ok,NA,738.0212677807133,296.06800670306643,5602.330356150185,1041.9884516412767,1626.2252878899126,2476.365001226355,FALSE,NA,NA,NA,NA,NA
definetherain_channel_combined,P102L,ch2,reference,ok,NA,1063.196522959267,352.81432688312213,4234.500734661724,714.7671706039567,2121.6395036086333,2090.199222849854,TRUE,NA,NA,NA,NA,NA
