method_id,method_variant,assay,run_id,attempt,eps,minPts,status,message,elapsed_seconds,output_excerpt
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-12_SNV_D178N,1,200,50,ok,NA,37.868,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-15_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.864000000000004,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-15_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.4879999999999995,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-15_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',4.054000000000002,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-15_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.012999999999991,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-15_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',3.7809999999999917,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-22_SNV_D178N,1,200,50,ok,NA,95.68299999999999,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-29_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',9.515000000000015,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-29_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',6.951999999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-29_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',9.902000000000015,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-29_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',9.846000000000004,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-10-29_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',7.888000000000005,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-05_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',10.471000000000004,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-05_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',9.593999999999994,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-05_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',9.946000000000026,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-05_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',10.524000000000001,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-05_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',10.236999999999966,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-24_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.632000000000005,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-24_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.848000000000013,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-24_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',6.612000000000023,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-24_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',6.786999999999978,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2020-11-24_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',6.370999999999981,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-01-26_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.489999999999952,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-01-26_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.522999999999968,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-01-26_SNV_D178N,3,250,50,failed,"Number of clusters predicted for 'B01_Amplitude.csv' are less than expected. Try to change eps and/or minPts
                  values.",2.798000000000002,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-01-26_SNV_D178N,4,300,50,failed,"Number of clusters predicted for 'B01_Amplitude.csv' are less than expected. Try to change eps and/or minPts
                  values.",3.2060000000000173,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-01-26_SNV_D178N,5,200,30,failed,"Number of clusters predicted for 'B01_Amplitude.csv' are less than expected. Try to change eps and/or minPts
                  values.",2.633000000000038,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-02-17_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.6580000000000155,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-02-17_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.913000000000011,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-02-17_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.474999999999966,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-02-17_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.789000000000044,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-02-17_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.389999999999986,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-03-29_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.826999999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-03-29_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.576999999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-03-29_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',4.413999999999987,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-03-29_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.137999999999977,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-03-29_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.7309999999999945,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-04-06_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.911000000000001,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-04-06_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.771999999999991,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-04-06_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.197999999999979,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-04-06_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.492999999999995,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-04-06_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.084000000000003,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-10_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.038999999999987,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-10_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.890999999999963,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-10_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.456999999999994,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-10_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.606000000000051,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-10_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.163999999999987,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-20_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',6.546999999999969,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-20_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',6.135000000000048,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-20_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',6.687000000000012,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-20_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.717000000000041,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-05-20_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',6.089999999999975,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-10-14_SNV_D178N,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',1.4740000000000464,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-10-14_SNV_D178N,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',1.2429999999999382,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-10-14_SNV_D178N,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',1.3669999999999618,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-10-14_SNV_D178N,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',1.7490000000000236,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,D178N,2021-10-14_SNV_D178N,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',1.4109999999999445,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-12_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.72300000000007,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-12_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',3.8350000000000364,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-12_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',3.6909999999999172,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-12_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.58400000000006,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-12_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.08299999999997,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-15_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.552999999999997,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-15_SNV_E200K,2,150,30,failed,Initial centers are not distinct.,2.2040000000000646,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-15_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.524999999999977,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-15_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.505999999999972,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-15_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.430000000000064,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-22_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.2719999999999345,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-22_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.822999999999979,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-22_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.948999999999955,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-22_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',6.2970000000000255,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-22_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.069999999999936,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-29_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.923999999999978,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-29_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.228999999999928,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-29_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',6.724000000000046,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-29_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',6.345000000000027,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-10-29_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.981999999999971,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-05_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',8.38900000000001,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-05_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',7.6889999999999645,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-05_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',8.662000000000035,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-05_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',8.437999999999988,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-05_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',8.552000000000021,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-24_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.38900000000001,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-24_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.124000000000024,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-24_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.071000000000026,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-24_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.423999999999978,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2020-11-24_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.510999999999967,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-01-26_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.6860000000000355,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-01-26_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.371999999999957,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-01-26_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.037000000000035,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-01-26_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.482999999999947,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-01-26_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.675000000000068,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-17_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',10.252000000000066,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-17_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',8.563999999999965,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-17_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',10.113000000000056,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-17_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',11.33299999999997,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-17_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',10.125999999999976,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-18_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',10.504999999999995,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-18_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',10.350999999999999,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-18_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',10.769999999999982,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-18_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',11.697000000000003,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-02-18_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',10.97300000000007,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-03-29_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',10.964000000000055,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-03-29_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',10.77699999999993,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-03-29_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',11.342999999999961,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-03-29_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',10.997999999999934,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-03-29_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',11.533999999999992,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-04-06_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',3.433999999999969,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-04-06_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',3.2690000000000055,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-04-06_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',2.8370000000001028,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-04-06_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',3.5470000000000255,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-04-06_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',3.4160000000000537,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-10_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',7.324000000000069,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-10_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',7.094999999999914,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-10_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',6.796999999999912,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-10_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',7.326999999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-10_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',7.44500000000005,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-20_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',8.067999999999984,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-20_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',6.850999999999999,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-20_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',7.725000000000023,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-20_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',7.84699999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-05-20_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',7.716000000000008,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-10-25_SNV_E200K,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',0.7830000000000155,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-10-25_SNV_E200K,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',0.6209999999999809,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-10-25_SNV_E200K,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',0.7160000000000082,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-10-25_SNV_E200K,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',0.053999999999973625,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,E200K,2021-10-25_SNV_E200K,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',0.6630000000000109,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2020-12-01_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',13.206000000000017,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2020-12-01_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',12.912000000000035,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2020-12-01_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',13.100999999999885,
