method_id,method_variant,assay,run_id,attempt,eps,minPts,status,message,elapsed_seconds,output_excerpt
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2020-12-01_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',13.663999999999987,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2020-12-01_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',12.701000000000022,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-26_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',7.298000000000002,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-26_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',7.017000000000053,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-26_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',6.591000000000122,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-26_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',7.330999999999904,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-26_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',6.985999999999876,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-28_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.905999999999949,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-28_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.695999999999913,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-28_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.188000000000102,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-28_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.942999999999984,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-01-28_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.816000000000031,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-02_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',10.427000000000135,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-02_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',9.682000000000016,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-02_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',10.481999999999971,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-02_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',10.403999999999996,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-02_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',9.472999999999956,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-17_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.5470000000000255,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-17_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.279999999999973,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-17_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.591999999999871,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-17_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.105000000000018,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-17_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.504999999999882,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-18_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',5.135999999999967,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-18_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.163000000000011,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-18_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.491999999999962,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-18_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.748000000000047,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-02-18_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.586999999999989,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-05_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',2.647999999999911,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-05_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',2.5559999999998126,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-05_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',2.7259999999998854,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-05_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',2.925999999999931,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-05_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',2.6550000000002,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-29_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.951999999999998,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-29_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.691000000000031,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-29_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',4.423999999999978,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-29_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.201000000000022,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-03-29_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.905999999999949,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-04-06_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',3.4049999999999727,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-04-06_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',3.30600000000004,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-04-06_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',3.4139999999999873,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-04-06_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',3.553000000000111,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-04-06_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',2.625,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-10_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.277000000000044,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-10_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',4.319999999999936,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-10_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',4.22400000000016,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-10_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',4.408999999999878,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-10_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',4.205999999999904,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-20_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',4.794000000000096,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-20_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',5.3680000000001655,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-20_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',5.567000000000007,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-20_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',5.767000000000053,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-05-20_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',5.462999999999965,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-10-14_SNV_P102L,1,200,50,failed,error code -5 from Lapack routine 'dgecon()',1.0909999999998945,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-10-14_SNV_P102L,2,150,30,failed,error code -5 from Lapack routine 'dgecon()',0.9500000000000455,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-10-14_SNV_P102L,3,250,50,failed,error code -5 from Lapack routine 'dgecon()',1.1040000000000418,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-10-14_SNV_P102L,4,300,50,failed,error code -5 from Lapack routine 'dgecon()',0.5399999999999636,
dPCP_native,native dPCP() with fixed DBSCAN retry grid,P102L,2021-10-14_SNV_P102L,5,200,30,failed,error code -5 from Lapack routine 'dgecon()',1.0599999999999454,
