run_id,assay,well,sample,sample_type,sample_key,run_date,source_peak_data_json,source_peak_metadata_json,method_id,method_variant,n_total_droplets,n_accepted_droplets,n_nn,n_wt_only,n_mut_only,n_double_positive,n_rain,n_unclassified,n_mut_expected,n_wt_expected,classification_status,classification_message,method_parameters_json
2021-04-06_SNV_E200K,E200K,H02,933892-bg,biological_sample,933892_bg,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_E200K/PeakData/H02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_E200K/PeakMetaData/H02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18617,18569,1431,17123,2,13,48,0,15,17136,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_E200K,E200K,H05,15-1-sn,biological_sample,15_1_sn,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_E200K/PeakData/H05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_E200K/PeakMetaData/H05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17185,17138,153,16964,0,21,47,0,21,16985,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,A02,NTC,NTC,ntc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/A02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/A02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14946,14930,14927,2,1,0,16,0,1,2,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,A05,09-100-th,biological_sample,09_100_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/A05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/A05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16040,16033,238,15780,0,15,7,0,15,15795,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,A08,03-132-ce,biological_sample,03_132_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/A08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/A08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14178,14167,322,13837,0,8,11,0,8,13845,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,A11,15-27-bg,biological_sample,15_27_bg,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/A11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/A11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15986,15977,807,15154,1,15,9,0,16,15169,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,A12,943497-bg,biological_sample,943497_bg,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/A12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/A12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16304,16293,1528,14754,0,11,11,0,11,14765,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,B02,WT,WT_control,wt,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/B02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/B02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13744,13738,3751,9978,0,9,6,0,9,9987,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,B05,03-112-cau,biological_sample,03_112_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/B05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/B05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15739,15736,312,15405,0,19,3,0,19,15424,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,B08,03-132-fc,biological_sample,03_132_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/B08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/B08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15125,15117,9,15079,0,29,8,0,29,15108,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,B11,15-27-cb,biological_sample,15_27_cb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/B11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/B11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18350,18347,371,17960,0,16,3,0,16,17976,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,B12,943497-cb,biological_sample,943497_cb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/B12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/B12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17296,17281,977,16292,0,12,15,0,12,16304,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,C02,E200K,positive_control,e200k,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/C02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/C02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14938,14924,5735,3532,3514,2143,14,0,5657,5675,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,C05,03-112-ce,biological_sample,03_112_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/C05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/C05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16587,16582,35,16529,0,18,5,0,18,16547,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,C08,03-132-hip,biological_sample,03_132_hip,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/C08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/C08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13571,13564,60,13489,0,15,7,0,15,13504,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,C11,15-27-fr,biological_sample,15_27_fr,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/C11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/C11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18360,18340,4433,13897,1,9,20,0,10,13906,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,C12,943497-fr,biological_sample,943497_fr,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/C12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/C12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17871,17842,4997,12835,1,9,29,0,10,12844,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,D02,09-100-cau,biological_sample,09_100_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/D02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/D02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15632,15628,345,15266,1,16,4,0,17,15282,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,D05,03-112-fc,biological_sample,03_112_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/D05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/D05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16681,16677,76,16580,0,21,4,0,21,16601,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,D08,03-132-mdb,biological_sample,03_132_mdb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/D08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/D08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15965,15958,226,15716,0,16,7,0,16,15732,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,D11,15-27-pons,biological_sample,15_27_ps,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/D11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/D11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16406,16389,769,15601,2,17,17,0,19,15618,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,D12,943497-hc,biological_sample,943497_hc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/D12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/D12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16346,16283,5575,10697,0,11,63,0,11,10708,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,E02,09-100-ce,biological_sample,09_100_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/E02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/E02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14830,14807,1642,13140,0,25,23,0,25,13165,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,E05,03-112-hip,biological_sample,03_112_hip,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/E05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/E05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13845,13840,179,13642,0,19,5,0,19,13661,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,E08,03-132-th,biological_sample,03_132_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/E08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/E08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14319,14316,63,14231,0,22,3,0,22,14253,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,E11,15-27-th,biological_sample,15_27_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/E11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/E11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16603,16601,63,16518,0,20,2,0,20,16538,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,E12,943497-sn,biological_sample,943497_sn,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/E12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/E12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18403,18377,2042,16323,1,11,26,0,12,16334,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,F02,09-100-fc,biological_sample,09_100_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/F02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/F02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15197,15192,263,14905,0,24,5,0,24,14929,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,F05,03-112-mdb,biological_sample,03_112_mdb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/F05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/F05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16615,16607,24,16553,0,30,8,0,30,16583,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,F08,04-045-cau,biological_sample,04_045_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/F08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/F08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14551,14546,15,14497,0,34,5,0,34,14531,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,F12,943497-th,biological_sample,943497_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/F12.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/F12.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18661,18640,2123,16502,1,14,21,0,15,16516,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,G02,09-100-hip,biological_sample,09_100_hip,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/G02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/G02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15397,15393,90,15279,0,24,4,0,24,15303,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,G05,03-112-th,biological_sample,03_112_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/G05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/G05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15419,15403,46,15325,0,32,16,0,32,15357,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,G08,04-045-ce,biological_sample,04_045_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/G08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/G08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14008,13999,42,13926,0,31,9,0,31,13957,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,H02,09-100-mdb,biological_sample,09_100_mdb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/H02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/H02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15604,15595,267,15313,0,15,9,0,15,15328,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,H05,03-132-cau,biological_sample,03_132_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/H05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/H05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16937,16923,694,16203,0,26,14,0,26,16229,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_E200K,E200K,H08,04-045-fc,biological_sample,04_045_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakData/H08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_E200K/PeakMetaData/H08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15124,15120,28,15056,0,36,4,0,36,15092,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,A02,NTC,NTC,ntc,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/A02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/A02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17071,17036,17023,12,0,1,35,0,1,13,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,A05,04-045-hip,biological_sample,04_045_hip,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/A05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/A05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17736,17722,9,17691,0,22,14,0,22,17713,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,A08,20-357-th,biological_sample,20_357_th,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/A08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/A08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17063,17049,210,16819,0,20,14,0,20,16839,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,A11,929474-sn,biological_sample,929474_sn,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/A11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/A11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16912,16882,543,16324,0,15,30,0,15,16339,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,B02,WT,WT_control,wt,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/B02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/B02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17085,17056,5392,11640,0,24,29,0,24,11664,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,B05,04-045-mdb,biological_sample,04_045_mdb,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/B05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/B05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17805,17793,4,17767,0,22,12,0,22,17789,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,B08,20-169-cau,biological_sample,20_169_cau,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/B08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/B08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15419,15413,258,15139,0,16,6,0,16,15155,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,B11,17-13-bg,biological_sample,17_13_bg,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/B11.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/B11.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16668,16641,509,16114,0,18,27,0,18,16132,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,C02,E200K,positive_control,e200k,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/C02.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/C02.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17997,17966,7556,4073,4042,2295,31,0,6337,6368,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,C05,04-045-th,biological_sample,04_045_th,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/C05.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/C05.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,18316,18313,55,18230,0,28,3,0,28,18258,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-20_SNV_E200K,E200K,C08,20-169-ce,biological_sample,20_169_ce,2021-05-20,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakData/C08.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-20/SNV_E200K/PeakMetaData/C08.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16058,16047,93,15937,0,17,11,0,17,15954,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
