method_id,method_variant,assay,run_id,status,message,elapsed_seconds,method_parameters_json
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2020-11-24_SNV_D178N,ok,NA,0.47700000000000387,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-01-26_SNV_D178N,ok,NA,0.6610000000000014,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-02-17_SNV_D178N,ok,NA,0.8129999999999882,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-03-29_SNV_D178N,ok,NA,0.6470000000000482,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-04-06_SNV_D178N,ok,NA,0.5320000000000391,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-05-10_SNV_D178N,ok,NA,0.6800000000000068,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-05-20_SNV_D178N,ok,NA,0.7879999999999541,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",D178N,2021-10-14_SNV_D178N,ok,NA,0.25200000000000955,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":33.4199,""NP"":52.7392,""PN"":13.3672,""PP"":13.1186}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-10-12_SNV_E200K,ok,NA,0.27600000000001046,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-10-15_SNV_E200K,ok,NA,0.5439999999999827,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-10-22_SNV_E200K,ok,NA,0.5649999999999977,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-10-29_SNV_E200K,ok,NA,0.6240000000000236,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-11-05_SNV_E200K,ok,NA,0.6509999999999536,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2020-11-24_SNV_E200K,ok,NA,0.5299999999999727,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-01-26_SNV_E200K,ok,NA,0.6970000000000027,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-02-17_SNV_E200K,ok,NA,0.5349999999999682,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-02-18_SNV_E200K,ok,NA,0.6130000000000564,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-03-29_SNV_E200K,ok,NA,0.84699999999998,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-04-06_SNV_E200K,ok,NA,0.6840000000000828,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-05-10_SNV_E200K,ok,NA,0.9529999999999745,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-05-20_SNV_E200K,ok,NA,0.9189999999999827,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",E200K,2021-10-25_SNV_E200K,ok,NA,0.09399999999993724,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":17.3618,""NP"":10.7847,""PN"":15.3778,""PP"":14.0331}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2020-12-01_SNV_P102L,ok,NA,1.2429999999999382,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-01-26_SNV_P102L,ok,NA,0.6160000000000991,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-01-28_SNV_P102L,ok,NA,0.5739999999999554,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-02-02_SNV_P102L,ok,NA,1.3940000000000055,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-02-17_SNV_P102L,ok,NA,0.6940000000000737,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-02-18_SNV_P102L,ok,NA,0.7480000000000473,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-03-05_SNV_P102L,ok,NA,0.34800000000007003,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-03-29_SNV_P102L,ok,NA,0.6499999999999773,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-04-06_SNV_P102L,ok,NA,0.6010000000001128,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-05-10_SNV_P102L,ok,NA,0.6390000000001237,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-05-20_SNV_P102L,ok,NA,0.7849999999998545,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
twoddpcr_knn_k5_mah_rain,"control-geometry-cleaned kNN plus Mahalanobis rain, k=5",P102L,2021-10-14_SNV_P102L,ok,NA,0.17000000000007276,"{""k"":5,""training_source"":""control_geometry_cleaned_controls"",""max_training_per_class"":100,""random_seed"":20260606,""max_distances"":{""NN"":21.5632,""NP"":23.6878,""PN"":18.2528,""PP"":14.4042}}"
